,id,genre_ids,title,overview,popularity,release_date,vote_average,vote_count
3528,471880,"[16, 80, 53]",Cinderella the Cat,"Cenerentola struggles to escape the shadow and evil schemes of her stepmother and six stepsisters who all live aboard the Megaride, a ship stuck in the port of a decaying future Naples.",4.624,2017-09-14,7.0,201
3529,29987,"[18, 10749]",Facing Windows,"Overburdened and stuck in a greying marriage, Giovanna takes to caring for a Jewish Holocaust survivor her husband brings home. As she begins to reflect on her life, she turns to the man who lives across from her.",6.567,2003-02-27,7.0,247
3530,6077,"[28, 53]",13 Tzameti,"Sebastian, a young man, has decided to follow instructions intended for someone else, without knowing where they will take him. Something else he does not know is that Gerard Dorez, a cop on a knife-edge, is tailing him. When he reaches his destination, Sebastian falls into a degenerate, clandestine world of mental chaos behind closed doors in which men gamble on the lives of others men.",5.682,2005-09-01,7.0,202
3531,228970,[18],Wild,A woman with a tragic past decides to start her new life by hiking for one thousand miles on the Pacific Crest Trail.,10.89,2014-01-16,7.0,2277
3532,15015,"[16, 10751]",Barbie as Rapunzel,"Long, long ago, in a time of magic and dragons, there lived a girl named Rapunzel who had the most beautiful radiant hair the world had ever seen. But Rapunzel's life was far from wonderful. She lived as a servant to Gothel, a jealous, scheming witch who kept her hidden deep in a forbidding forest, guarded by the enormous dragon Hugo and surrounded by an enchanted glass wall. However, in a twist of fate, Rapunzel's discovery of a magic paintbrush leads her on a journey that will unravel a web of deception, bring peace to two feuding kingdoms, and ultimately lead her to love with the help of Penelope(TM), the least intimidating of dragons!",34.955,2002-10-01,7.0,1143
3533,2742,"[80, 18]",Naked Lunch,"Blank-faced bug killer Bill Lee and his dead-eyed wife, Joan, like to get high on Bill's pest poisons while lounging with Beat poet pals. After meeting the devilish Dr. Benway, Bill gets a drug made from a centipede. Upon indulging, he accidentally kills Joan, takes orders from his typewriter-turned-cockroach, ends up in a constantly mutating Mediterranean city and learns that his hip friends have published his work -- which he doesn't remember writing.",13.564,1991-12-27,7.0,923
3534,332283,"[10749, 18]",Mary Shelley,"The love affair between poet Percy Shelley and Mary Wollstonecraft Godwin resulted in the creation of an immortal novel, “Frankenstein; or, The Modern Prometheus.”",10.483,2017-08-06,7.0,924
3535,31516,"[10749, 35, 10402]",On the Town,Three sailors wreak havoc as they search for love during a whirlwind 24-hour leave in New York City.,8.138,1949-12-08,7.0,221
3536,8653,"[18, 53]",The Isle,"Mute Hee-Jin is working as a clerk in a fishing resort in the Korean wilderness; selling baits, food and occasionally her body to the fishing tourists. One day she falls in love with Hyun-Shik, who is on the run from the police, and rescues him with a fish hook when he tries to commit suicide.",16.557,2000-04-22,7.0,279
3537,3053,"[35, 27]",Dance of the Vampires,"A noted professor and his dim-witted apprentice fall prey to their inquiring vampires, while on the trail of the ominous damsel in distress.",11.448,1967-11-13,7.0,650
3538,582873,"[10749, 18]",Martin Eden,"The tale of an individualist proletarian in a time marked by the rise of mass political movements. In early 20th-century Italy, illiterate sailor Martin Eden seeks fame as a writer while torn between the love of a bourgeois girl and allegiance to his social class.",8.294,2019-09-04,7.0,606
3539,459950,[18],Feed,"Olivia and Matthew Grey, 18-year-old twins born into a world of privilege and high expectations. There are almost no boundaries between them - even their dreams are connected.",7.397,2017-04-05,7.0,210
3540,399057,"[18, 53, 9648]",The Killing of a Sacred Deer,"Dr. Steven Murphy is a renowned cardiovascular surgeon who presides over a spotless household with his wife and two children. Lurking at the margins of his idyllic suburban existence is Martin, a fatherless teen who insinuates himself into the doctor's life in gradually unsettling ways.",18.704,2017-10-20,7.0,3344
3541,11257,"[18, 10749]",A Room with a View,"When Lucy Honeychurch and chaperon Charlotte Bartlett find themselves in Florence with rooms without views, fellow guests Mr Emerson and son George step in to remedy the situation. Meeting the Emersons could change Lucy's life forever but, once back in England, how will her experiences in Tuscany affect her marriage plans?",14.396,1986-03-07,7.0,660
3542,9450,"[35, 10749, 18]",Brassed Off,"A Yorkshire coal mine is threatened with closure and the only hope is for the men to enter their Grimley Colliery Brass Band into a national competition. They believe they have no hope until Gloria appears carrying her Flugelhorn. At first mocked for being a woman, she soon becomes the only chance for the band to win.",9.27,1996-11-01,7.0,239
3543,909,"[35, 18, 10749, 10751]",Meet Me in St. Louis,The life of a St. Louis family in the year before the 1904 St. Louis World's Fair.,9.763,1944-11-28,7.0,317
3544,293,"[18, 10751]",A River Runs Through It,"A River Runs Through It is a cinematographically stunning true story of Norman Maclean. The story follows Norman and his brother Paul through the experiences of life and growing up, and how their love of fly fishing keeps them together despite varying life circumstances in the untamed west of Montana in the 1920s.",16.834,1992-10-09,7.0,921
3545,579583,"[35, 18]",The King of Staten Island,"Scott has been a case of arrested development ever since his firefighter father died when he was seven. He's now reached his mid-20s having achieved little, chasing a dream of becoming a tattoo artist that seems far out of reach. As his ambitious younger sister heads off to college, Scott is still living with his exhausted ER nurse mother and spends his days smoking weed, hanging with the guys — Oscar, Igor and Richie — and secretly hooking up with his childhood friend Kelsey. But when his mother starts dating a loudmouth firefighter named Ray, it sets off a chain of events that will force Scott to grapple with his grief and take his first tentative steps toward moving forward in life.",16.734,2020-07-22,7.0,880
3546,14448,"[18, 10749]",Love Songs,"Ismael and Julie, who in the hope of sparking their stalled relationship, enter a playful yet emotionally laced threesome with Alice. When tragedy strikes, these young Parisians are forced to deal with the fragility of life and love. For Ismael, this means negotiating through the advances of Julie's sister and a young college student – one of which may offer him redemption.",5.742,2007-05-23,7.0,214
3547,556803,"[10749, 35]",The Princess Switch,"When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.",11.624,2018-11-16,7.0,2083
3548,335787,"[28, 12]",Uncharted,"A young street-smart, Nathan Drake and his wisecracking partner Victor “Sully” Sullivan embark on a dangerous pursuit of “the greatest treasure never found” while also tracking clues that may lead to Nathan’s long-lost brother.",86.083,2022-02-10,7.0,4947
3549,19971,"[18, 9648, 53]",The Little Girl Who Lives Down the Lane,"Quiet, withdrawn 13-year-old Rynn Jacobs lives peacefully in her home in a New England beach town. Whenever the prying landlady inquires after Rynn's father, she politely claims that he's in the city on business. But when the landlady's creepy and increasingly persistent son, Frank, won't leave Rynn alone, she teams up with kindly neighbor boy Mario to maintain the dark family secret that she's been keeping to herself.",8.112,1976-12-25,7.0,273
3550,10839,"[18, 28, 36, 10752]",Cross of Iron,"It is 1943, and the German army—ravaged and demoralised—is hastily retreating from the Russian front. In the midst of the madness, conflict brews between the aristocratic yet ultimately pusillanimous Captain Stransky and the courageous Corporal Steiner. Stransky is the only man who believes that the Third Reich is still vastly superior to the Russian army. However, within his pompous persona lies a quivering coward who longs for the Iron Cross so that he can return to Berlin a hero. Steiner, on the other hand is cynical, defiantly non-conformist and more concerned with the safety of his own men rather than the horde of military decorations offered to him by his superiors.",20.393,1977-01-29,7.0,336
3551,9533,"[80, 18, 53]",Red Dragon,"Former FBI Agent Will Graham, who was once almost killed by the savage Hannibal 'The Cannibal' Lecter, now has no choice but to face him again, as it seems Lecter is the only one who can help Graham track down a new serial killer.",5.16,2002-10-02,7.0,3848
3552,754,"[28, 80, 878, 53]",Face/Off,"In order to foil a terrorist plot, an FBI agent undergoes facial transplant surgery and assumes the identity of a criminal mastermind. The plan turns sour when the criminal wakes up prematurely and seeks revenge.",25.159,1997-06-27,7.0,4763
3553,787752,"[27, 53, 35]",Fresh,"Frustrated by scrolling dating apps only to end up on lame, tedious dates, Noa takes a chance by giving her number to the awkwardly charming Steve after a produce-section meet-cute at the grocery store.",223.627,2022-03-03,7.0,1237
3554,480530,"[18, 28]",Creed II,"Between personal obligations and training for his next big fight against an opponent with ties to his family's past, Adonis Creed is up against the challenge of his life.",48.615,2018-11-21,7.0,4951
3555,325690,[35],The Legendary Giulia and Other Miracles,"Five down-on-their luck strangers meet by chance while looking at a property in the country none of them are able to afford. They decide to join forces and risk everything to turn it into a B&B, only for the local mafia to show up demanding their ""fair"" share.",5.605,2015-02-19,7.0,477
3556,13989,"[28, 12, 80]",24: Redemption,"Former federal agent Jack Bauer confronts African dictator Benjamin Juma, whose forces have been ordered to capture the children Bauer oversees for malicious military training.",9.234,2008-11-23,7.0,398
3557,13378,"[16, 10751]",Mickey's Twice Upon a Christmas,"Santa Claus, Mickey Mouse and all his Disney pals star in an original movie about the importance of opening your heart to the true spirit of Christmas. Stubborn old Donald tries in vain to resist the joys of the season, and Mickey and Pluto learn a great lesson about the power of friendship.",16.468,2004-11-15,7.0,362
3558,12335,"[12, 14, 35, 10751, 10402]",Bedknobs and Broomsticks,Three children evacuated from London during World War II are forced to stay with an eccentric spinster. The children's initial fears disappear when they find out she is in fact a trainee witch.,13.281,1971-10-07,7.0,853
3559,9766,"[80, 18]",Gridiron Gang,"Teenagers at a juvenile detention center, under the leadership of their counselor, gain self-esteem by playing football together.",15.072,2006-09-15,7.0,883
3560,470333,"[10402, 18, 35, 10751]",Hearts Beat Loud,"In the hip Brooklyn neighborhood of Red Hook, single dad and record store owner Frank is preparing to send his hard-working daughter Sam off to college while being forced to close his vintage shop. Hoping to stay connected through their shared musical passions, Frank urges Sam to turn their weekly jam sessions into a father-daughter live act. After their first song becomes an internet breakout, the two embark on a journey of love, growing up and musical discovery.",8.115,2018-06-08,7.0,224
3561,457799,[80],"Extremely Wicked, Shockingly Evil and Vile","A chronicle of the crimes of Ted Bundy, from the perspective of his longtime girlfriend, Elizabeth Kloepfer, who refused to believe the truth about him for years.",17.177,2019-05-02,7.0,3098
3562,48714,"[18, 27]",The Big Shave,"A  young man walks into a meticulously clean and sterile bathroom and proceeds to shave away hair, then skin, in an increasingly bloody and graphic bathroom scene. Many film critics have interpreted the young man's process of self-mutilation as a metaphor for the self-destructive involvement of the United States in the Vietnam War.",5.813,1967-12-29,7.0,298
3563,44009,"[18, 35]",Another Year,"During a year, a very content couple approaching retirement are visited by friends and family less happy with their lives.",6.938,2010-11-05,7.0,344
3564,11815,"[878, 27, 18]",The Fly,"Industrialist François Delambre is called late at night by his sister-in-law, Helene Delambre, who tells him that she has just killed her husband, André. Reluctant at first, she eventually explains to the police that André invented a matter transportation apparatus and, while experimenting on himself, a fly entered the chamber during the matter transference.",10.927,1958-07-16,7.0,468
3565,11336,"[53, 27, 878]",The Dead Zone,"Johnny Smith is a schoolteacher with his whole life ahead of him but, after leaving his fiancee's home one night, is involved in a car crash which leaves him in a coma for 5 years. When he wakes, he discovers he has an ability to see into the past, present and future life of anyone with whom he comes into physical contact.",14.228,1983-10-21,7.0,1423
3566,1715,[18],The Cider House Rules,"Homer is an orphan who was never adopted, becoming the favorite of orphanage director Dr. Larch. Dr. Larch imparts his full medical knowledge on Homer, who becomes a skilled, albeit unlicensed, physician. But Homer yearns for a self-chosen life outside the orphanage. What will Homer learn about life and love in the cider house? What of the destiny that Dr. Larch has planned for him?",11.415,1999-12-17,7.0,1045
3567,886,[18],The Cincinnati Kid,An up-and-coming poker player tries to prove himself in a high-stakes match against a long-time master of the game.,7.55,1965-10-15,7.0,239
3568,402897,"[35, 18, 36]",The Death of Stalin,"When dictator Joseph Stalin dies, his parasitic cronies square off in a frantic power struggle to become the next Soviet leader. As they bumble, brawl and back-stab their way to the top, the question remains — just who is running the government?",13.021,2017-10-20,7.0,1637
3569,84199,"[18, 35, 10749]",The First Time,"Dave, a high school senior, spends most of his time pining away over a girl he can’t have. Aubrey, a junior with artistic aspirations, has a hot boyfriend who doesn’t quite understand her or seem to care. Although they go to different schools, Dave and Aubrey find themselves at the same party. When both head outside to get some air, they meet. A casual conversation sparks an instant connection, and, over the course of a weekend, things turn magical, romantic, complicated, and funny as Aubrey and Dave discover what it's like to fall in love for the first time.",10.951,2012-10-19,7.0,2032
3570,14139,"[878, 53]",Timecrimes,A man accidentally gets into a time machine and travels back in time nearly an hour. Finding himself will be the first of a series of disasters of unforeseeable consequences.,12.11,2007-10-05,7.0,1114
3571,458737,[18],First Reformed,A pastor of a small church in upstate New York starts to spiral out of control after a soul-shaking encounter with an unstable environmental activist and his pregnant wife.,12.198,2018-05-18,7.0,1194
3572,367544,"[10749, 18, 14, 10770]",The Spirit of Christmas,A woman falls in love with a man who is somewhat unavailable.,8.243,2015-11-28,7.0,281
3573,22201,[37],Gunfight at the O.K. Corral,Lawman Wyatt Earp and outlaw Doc Holliday form an unlikely alliance which culminates in their participation in the legendary Gunfight at the O.K. Corral.,15.534,1957-05-30,7.0,285
3574,646389,"[28, 12, 53]",Plane,"After a heroic job of successfully landing his storm-damaged aircraft in a war zone, a fearless pilot finds himself between the agendas of multiple militias planning to take the plane and its passengers hostage.",152.889,2023-01-12,7.0,1628
3575,341744,"[18, 35]",Truman,"Tomás, who lives in Canada, travels to Madrid, Spain, to visit his old friend Julián. Both of them, accompanied by Truman, Julián's faithful dog, will share many surprising and emotional little moments, triggered by the hard situation Julián is going through, for just a few days.",6.152,2015-09-24,7.0,345
3576,62177,"[16, 12, 35, 10751, 28, 14]",Brave,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",64.852,2012-06-21,7.0,12504
3577,24739,"[10749, 18, 878, 53, 35]",Miracle Mile,"After 30 years of searching, Harry has finally met the girl of his dreams. Unfortunately, before they even have a chance to go on their first date, Harry intercepts some chilling news: WWIII has begun and nuclear missiles will destroy Los Angeles in less than an hour!",8.166,1988-05-19,7.0,207
3578,11454,"[80, 27, 53]",Manhunter,"FBI Agent Will Graham, who retired after catching Hannibal Lecter, returns to duty to engage in a risky cat-and-mouse game with Lecktor to capture a new killer.",0.6,1986-08-14,7.0,1149
3579,414453,[18],Columbus,"When a renowned architecture scholar falls suddenly ill during a speaking tour, his son Jin finds himself stranded in Columbus, Indiana - a small Midwestern city celebrated for its many significant modernist buildings. Jin strikes up a friendship with Casey, a young architecture enthusiast who works at the local library.",10.95,2017-08-04,7.0,332
3580,381356,[35],Five,A young man paying the rent for himself and his lifelong friends ends up flat-broke and resorts to selling marijuana to pay the bills – only to get caught up in the dangerous world of drugs.,6.653,2016-03-30,7.0,1133
3581,3170,"[16, 18, 10751]",Bambi,"Bambi's tale unfolds from season to season as the young prince of the forest learns about life, love, and friends.",40.446,1942-08-14,7.0,5185
3582,1682,"[18, 28, 878]",Mothra vs. Godzilla,"Journalists Ichiro Sakai and Junko cover the wreckage of a typhoon when an enormous egg is found and claimed by greedy entrepreneurs. Mothra's fairies arrive and are aided by the journalists in a plea for its return. As their requests are denied, Godzilla arises near Nagoya and the people of Infant Island must decide if they are willing to answer Japan's own pleas for help.",10.517,1964-04-29,7.0,232
3583,300669,"[53, 27]",Don't Breathe,A group of teens break into a blind man's home thinking they'll get away with the perfect crime. They're wrong.,24.261,2016-06-08,7.0,6856
3584,82684,[18],Chasing Mavericks,Surfer Jay Moriarity sets out to ride the Northern California break known as Mavericks.,10.835,2012-10-25,7.0,508
3585,28384,"[35, 18, 10749]",Husbands and Wives,"When Jack and Sally announce that they're splitting up, this comes as a shock to their best friends Gabe and Judy. Maybe mostly because they also are drifting apart and are now being made aware of it. So while Jack and Sally try to go on and meet new people, the marriage of Gabe and Judy gets more and more strained, and they begin to find themselves being attracted to other people.",8.675,1992-09-18,7.0,374
3586,2109,"[28, 35, 80]",Rush Hour,"When Hong Kong Inspector Lee is summoned to Los Angeles to investigate a kidnapping, the FBI doesn't want any outside help and assigns cocky LAPD Detective James Carter to distract Lee from the case. Not content to watch the action from the sidelines, Lee and Carter form an unlikely partnership and investigate the case themselves.",47.383,1998-09-18,7.0,4304
3587,1073,"[80, 18, 53, 9648]",Arlington Road,Threats from sinister foreign nationals aren't the only thing to fear. Bedraggled college professor Michael Faraday has been vexed (and increasingly paranoid) since his wife's accidental death in a botched FBI operation. But all that takes a backseat when a seemingly all-American couple set up house next door.,10.96,1999-03-19,7.0,947
3588,755,"[27, 28, 53, 80]",From Dusk Till Dawn,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",24.326,1996-01-19,7.0,5357
3589,585083,"[16, 35, 10751, 12, 14]",Hotel Transylvania: Transformania,"When Van Helsing's mysterious invention, the ""Monsterfication Ray,"" goes haywire, Drac and his monster pals are all transformed into humans, and Johnny becomes a monster. In their new mismatched bodies, Drac and Johnny must team up and race across the globe to find a cure before it's too late, and before they drive each other crazy.",124.455,2022-02-25,7.0,1601
3590,5919,"[28, 18, 53]",The Towering Inferno,"At the opening party of a colossal—but poorly constructed—skyscraper, a massive fire breaks out, threatening to destroy the tower and everyone in it.",12.655,1974-12-14,7.0,806
3591,408508,"[18, 10749]",Blue Jay,"Meeting by chance when they return to their tiny California hometown, two former high-school sweethearts reflect on their shared past.",10.472,2016-10-07,7.0,427
3592,332872,"[18, 10749]",Julieta,"The film spans 30 years in Julieta’s life from a nostalgic 1985 where everything seems hopeful, to 2015 where her life appears to be beyond repair and she is on the verge of madness.",7.896,2016-04-08,7.0,791
3593,77887,"[16, 10751, 35]",Hawaiian Vacation,The toys throw Ken and Barbie a Hawaiian vacation in Bonnie's room.,66.739,2011-06-16,7.0,603
3594,18971,"[35, 18]",Rosencrantz & Guildenstern Are Dead,"Two minor characters from the play ""Hamlet"" stumble around unaware of their scripted lives and unable to deviate from them.",6.455,1991-02-08,7.0,249
3595,11219,"[35, 9648, 53]",The Trouble with Harry,"When a local man's corpse appears on a nearby hillside, no one is quite sure what happened to him. Many of the town's residents secretly wonder if they are responsible, including the man's ex-wife, Jennifer, and Capt. Albert Wiles, a retired seaman who was hunting in the woods where the body was found. As the no-nonsense sheriff gets involved and local artist Sam Marlowe offers his help, the community slowly unravels the mystery.",10.594,1955-10-03,7.0,731
3596,174,"[878, 28, 12, 53]",Star Trek VI: The Undiscovered Country,"After years of war, the Federation and the Klingon empire find themselves on the brink of a peace summit when a Klingon ship is nearly destroyed by an apparent attack from the Enterprise. Both worlds brace for what may be their deadliest encounter.",11.499,1991-12-06,7.0,1131
3597,718032,"[18, 35]",Licorice Pizza,"The story of Gary Valentine and Alana Kane growing up, running around and going through the treacherous navigation of first love in the San Fernando Valley, 1973.",20.21,2021-11-26,7.0,1875
3598,420821,"[16, 10751, 35, 12, 9648]",Chip 'n Dale: Rescue Rangers,"Decades since their successful television series was canceled, Chip has succumbed to a life of suburban domesticity as an insurance salesman. Dale, meanwhile, has had CGI surgery and works the nostalgia convention circuit, desperate to relive his glory days. When a former cast mate mysteriously disappears, Chip and Dale must repair their broken friendship and take on their Rescue Rangers detective personas once again to save their friend’s life.",34.226,2022-05-20,7.0,1057
3599,1485,"[80, 53]",Get Carter,"Jack Carter is a small-time hood working in London. When word reaches him of his brother's death, he travels to Newcastle to attend the funeral. Refusing to accept the police report of suicide, Carter seeks out his brother’s friends and acquaintances to learn who murdered his sibling and why.",9.091,1971-02-03,7.0,406
3600,618416,[18],Penguin Bloom,"When an unlikely ally enters the Bloom family's world in the form of an injured baby magpie they name Penguin, the bird’s arrival makes a profound difference in the struggling family’s life.",10.118,2021-01-21,7.0,252
3601,35558,"[10749, 35, 10770, 10402]",Starstruck,"Pop star Christopher Wilde has fame, fortune and a big-budget Hollywood movie awaiting him. But after meeting Jessica Olson, a down-to-earth girl from the Midwest, he is faced with following his heart or doing what's best for his career.",15.961,2010-02-14,7.0,1125
3602,9798,"[28, 18, 53]",Enemy of the State,"When the videotape of the murder of a congressman unknowingly ends up in the hands of labor lawyer and dedicated family man Robert Clayton Dean, he is framed for the murder. With the help of the mysterious Brill, Dean attempts to throw the NSA off his trail and prove his innocence.",17.546,1998-11-20,7.0,3444
3603,8469,[35],Animal House,"At a 1962 College, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.",19.807,1978-07-27,7.0,1366
3604,74306,"[35, 18]",God Bless America,"Fed up with the cruelty and stupidity of American culture, an unlikely duo goes on a killing spree, killing reality TV stars, bigots and others they find repugnant.",8.736,2012-05-11,7.0,847
3605,10220,"[18, 80]",Rounders,A young reformed gambler must return to playing big stakes poker to help a friend pay off loan sharks.,17.673,1998-09-11,7.0,1533
3606,778,[35],Monsieur Hulot's Holiday,"Monsieur Hulot, Jacques Tati’s endearing clown, takes a holiday at a seaside resort, where his presence provokes one catastrophe after another. Tati’s masterpiece of gentle slapstick is a series of effortlessly well-choreographed sight gags involving dogs, boats, and firecrackers; it was the first entry in the Hulot series and the film that launched its maker to international stardom.",9.587,1953-02-25,7.0,391
3607,528888,"[18, 35, 36]",Dolemite Is My Name,"The story of Rudy Ray Moore, who created the iconic big screen pimp character Dolemite in the 1970s.",8.63,2019-10-04,7.0,1052
3608,53487,[18],This Must Be the Place,"A bored, retired rock star sets out to find his father's tormentor, an ex-Nazi war criminal who is a refugee in the U.S.",8.896,2011-08-24,7.0,1128
3609,27725,"[28, 12, 80, 18, 53]",High Sierra,"Given a pardon from jail, Roy Earle gets back into the swing of things as he robs a swanky resort.",5.866,1941-01-23,7.0,278
3610,11085,"[12, 18, 36]",Mutiny on the Bounty,"The Bounty leaves Portsmouth in 1787. Its destination: to sail to Tahiti and load bread-fruit. Captain Bligh will do anything to get there as fast as possible, using any means to keep up a strict discipline. When they arrive at Tahiti, it is like a paradise for the crew, something completely different than the living hell aboard the ship. On the way back to England, officer Fletcher Christian becomes the leader of a mutiny.",8.374,1962-11-08,7.0,259
3611,10753,"[28, 80, 53]",Police Story 2,The Hong Kong super-cop must stop a group of blackmailing bombers at the same time that the villains of the first Police Story are out for revenge.,14.323,1988-08-13,7.0,450
3612,942,"[28, 12, 35, 80, 53]",Lethal Weapon 2,"In the opening chase, Martin Riggs and Roger Murtaugh stumble across a trunk full of Krugerrands. They follow the trail to a South African diplomat who's using his immunity to conceal a smuggling operation. When he plants a bomb under Murtaugh's toilet, the action explodes!",24.056,1989-07-07,7.0,3060
3613,281,"[80, 18, 878, 53]",Strange Days,A former cop turned street-hustler and his bodyguard accidentally uncover a conspiracy in Los Angeles in 1999.,12.973,1995-10-13,7.0,1170
3614,501907,"[18, 36]",A Beautiful Day in the Neighborhood,"An award-winning cynical journalist, Lloyd Vogel, begrudgingly accepts an assignment to write an Esquire profile piece on the beloved television icon Fred Rogers. After his encounter with Rogers, Vogel's perspective on life is transformed.",13.993,2019-09-07,7.0,1423
3615,50723,"[12, 28, 16]",Naruto Shippuden the Movie: The Lost Tower,"Assigned on a mission to capture Mukade, a missing-nin, Naruto Uzumaki sets out for the once glorious historic ruins of ""Ouran"", where he pursues and corners the rouge ninja. Mukade's goal is revealed to be a dormant leyline within the ruins; he unleashes the power of the leyline, causing a light to envelop Naruto, sending him into the past, 20 years before the series began. When Naruto awakens, he comes into contact with the Fourth Hokage, Minato Namikaze.",26.481,2010-07-31,7.0,386
3616,49948,"[16, 10751, 10402]",Fantasia 2000,"Blending lively music and brilliant animation, this sequel to the original 'Fantasia' restores 'The Sorcerer's Apprentice' and adds seven new shorts.",13.765,1999-12-31,7.0,1151
3617,160588,[18],Blue Jasmine,"After experiencing a traumatic misfortune, Jasmine French, a wealthy woman from New York, moves to San Francisco to live with her foster sister Ginger and the firm purpose of getting a new life, but she will be haunted by anxiety and memories of the past.",14.404,2013-08-01,7.0,3198
3618,11831,"[18, 36, 9648]",Amistad,"In 1839, the slave ship Amistad set sail from Cuba to America. During the long trip, Cinque leads the slaves in an unprecedented uprising. They are then held prisoner in Connecticut, and their release becomes the subject of heated debate. Freed slave Theodore Joadson wants Cinque and the others exonerated and recruits property lawyer Roger Baldwin to help his case. Eventually, John Quincy Adams also becomes an ally.",3.444,1997-12-10,7.0,1166
3619,8280,[18],The Secret of the Grain,"In southern France, a Franco-Arabic shipyard worker along with his partner's daughter pursues his dream of opening a restaurant.",6.638,2007-12-12,7.0,200
3620,615656,"[28, 878, 27]",Meg 2: The Trench,An exploratory dive into the deepest depths of the ocean of a daring research team spirals into chaos when a malevolent mining operation threatens their mission and forces them into a high-stakes battle for survival.,1424.145,2023-08-02,7.0,480
3621,15775,"[14, 18, 10749]",If Only,"After his impetuous musician girlfriend, Samantha, dies in an accident shortly after they had a fight (and nearly broke up), a grief-stricken British businessman, Ian Wyndham, living in London gets a chance to relive the day all over again, in the hope of changing the events that led up to her getting killed.",12.528,2004-01-23,7.0,509
3622,373889,"[35, 18]",The Most Beautiful Day,The overambitious pianist Andi and the more laid back Benno have one thing in common: They will both die soon. So the two of them decide to have the most awesome day before its too late.,7.143,2016-02-25,7.0,249
3623,365222,"[28, 18, 36]",Ip Man 3,"When a band of brutal gangsters led by a crooked property developer make a play to take over the city, Master Ip is forced to take a stand.",15.674,2015-12-24,7.0,1534
3624,337556,"[14, 28]",Emerald Green,"Emerald Green is the stunning conclusion to Kerstin Gier's Ruby Red Trilogy, picking up where Sapphire Blue left off, reaching new heights of intrigue and romance as Gwen finally uncovers the secrets of the time-traveling society and learns her fate.",11.451,2016-07-07,7.0,806
3625,12259,[28],Sholay,"After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit.",15.346,1975-08-15,7.0,234
3626,9905,"[80, 53]",Shallow Grave,"When accountant David, doctor Juliet and journalist Alex are searching for a fourth roommate for their trendy flat, they settle on the aloof Hugo. However, they soon find Hugo dead of a drug overdose, beside a large sum of cash. After some deliberation, the three others decide to keep the money and to dismember and bury Hugo's body. Soon, each roommate starts thinking about keeping all the money by scamming the others.",7.912,1994-12-22,7.0,883
3627,734265,"[35, 10749]",Love Hard,"An LA girl, unlucky in love, falls for an East Coast guy on a dating app and decides to surprise him for Christmas, only to discover that she's been catfished. But the object of her affection actually lives in the same town, and the guy who duped her offers to set them up if she pretends to be his own girlfriend for the holidays.",12.736,2021-11-05,7.0,1317
3628,615774,"[14, 16, 10751, 12, 35, 9648, 27]",Scooby-Doo! Return to Zombie Island,"Scooby-Doo and his pals win an all-expense paid vacation and embark on a trip of a lifetime to a tropical paradise. Their destination however, turns out to be Zombie Island. As soon as they arrive, they realize the place looks strangely familiar and is reminiscent of a trip they took years ago, in which they became wrapped up in a mystery involving zombies. The gang soon learns that their trip to paradise comes with a price when the zombies re-emerge and attack their hotel. Will Scooby-Doo and the Mystery Inc. gang finally solve the mystery behind Zombie Island?",17.569,2019-09-03,7.0,885
3629,298382,"[18, 35]",The Dressmaker,"In 1950s Australia, beautiful, talented dressmaker Tilly returns to her tiny hometown to right wrongs from her past. As she tries to reconcile with her mother, she starts to fall in love while transforming the fashion of the town.",11.532,2015-10-29,7.0,1508
3630,25676,"[18, 28, 35]",Robin-B-Hood,"For never-do-well compulsive gambler Fong, there's only one thing more fearsome than debtors at his doorstep - having to coax a crying baby. But what if the baby becomes his golden goose to fend off his debtors? Can he overcome his phobia of diapers, milk bottles, and cloying lullabies?",14.777,2006-09-28,7.0,514
3631,21208,"[27, 53, 9648]",Orphan,"After losing their baby, a married couple adopt 9-year old Esther, who may not be as innocent as she seems.",31.22,2009-07-24,7.0,4834
3632,11360,"[16, 10751]",Dumbo,"Dumbo is a baby elephant born with over-sized ears and a supreme lack of confidence. But thanks to his even more diminutive buddy Timothy the Mouse,  the pint-sized pachyderm learns to surmount all obstacles.",78.429,1941-10-31,7.0,4550
3633,4464,"[18, 36]",Seabiscuit,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,10.999,2003-07-22,7.0,741
