id_trabajador,estado,antiguedad,curso,curso_id
1755,Ciudad de México,13.0,Atención de asuntos jurídicos,106
816,Michoacán,13.0,"Aplicación y gestión de recursos humanos, materiales y financieros",83
1294,Puebla,13.0,"Aplicación y gestión de recursos humanos, materiales y financieros",107
73,Guanajuato,13.0,"Aplicación y gestión de recursos humanos, materiales y financieros",107
157,Jalisco,13.0,"Aplicación y gestión de recursos humanos, materiales y financieros",107
403,Tlaxcala,13.0,"Aplicación y gestión de recursos humanos, materiales y financieros",107
418,Ciudad de México,13.0,"Aplicación y gestión de recursos humanos, materiales y financieros",107
496,Jalisco,13.0,"Aplicación y gestión de recursos humanos, materiales y financieros",107
499,México,13.0,"Aplicación y gestión de recursos humanos, materiales y financieros",107
716,Michoacán,13.0,"Aplicación y gestión de recursos humanos, materiales y financieros",107
1435,Sinaloa,13.0,"Aplicación y gestión de recursos humanos, materiales y financieros",107
45,Veracruz,13.0,Selección de personal,108
73,Guanajuato,13.0,Selección de personal,108
496,Jalisco,13.0,Selección de personal,108
612,Ciudad de México,13.0,Selección de personal,108
553,México,13.0,Selección de personal,108
1349,Veracruz,13.0,Selección de personal,108
1267,México,13.0,Selección de personal,108
297,México,13.0,Operación de las comisiones de vigilancia del registro federal de electores,109
1615,Querétaro,13.0,Operación de las comisiones de vigilancia del registro federal de electores,109
1267,México,13.0,Operación de las comisiones de vigilancia del registro federal de electores,109
14,Veracruz,13.0,Administración de base de datos,97
499,México,13.0,Administración de base de datos,97
948,Sonora,13.0,Administración de base de datos,97
612,Ciudad de México,13.0,Administración de base de datos,97
1566,Quintana Roo,13.0,Actualización del padrón electoral y credencialización de los ciudadanos,98
297,México,13.0,Actualización del padrón electoral y credencialización de los ciudadanos,98
1687,Sonora,13.0,Actualización del padrón electoral y credencialización de los ciudadanos,98
553,México,13.0,Construcción de la cartografía electoral,94
712,Ciudad de México,13.0,Construcción de la cartografía electoral,94
934,Colima,13.0,Construcción de la cartografía electoral,94
1267,México,13.0,Construcción de la cartografía electoral,94
1417,Querétaro,13.0,Construcción de la cartografía electoral,94
410,Tamaulipas,13.0,Construcción de la cartografía electoral,94
619,Chihuahua,13.0,Construcción de la cartografía electoral,94
1566,Quintana Roo,13.0,Construcción de la cartografía electoral,94
463,México,13.0,Fiscalización a los sujetos obligados,87
1294,Puebla,13.0,Fiscalización a los sujetos obligados,87
2135,Ciudad de México,13.0,Fiscalización a los sujetos obligados,87
157,Jalisco,13.0,Fiscalización a los sujetos obligados,87
403,Tlaxcala,13.0,Fiscalización a los sujetos obligados,87
410,Tamaulipas,13.0,Depuración del padrón electoral,88
431,Coahuila,13.0,Depuración del padrón electoral,88
619,Chihuahua,13.0,Depuración del padrón electoral,88
1687,Sonora,13.0,Depuración del padrón electoral,88
1417,Querétaro,13.0,Depuración del padrón electoral,88
297,México,13.0,Depuración del padrón electoral,88
1566,Quintana Roo,13.0,Depuración del padrón electoral,110
1615,Querétaro,13.0,Depuración del padrón electoral,110
359,Michoacán,13.0,Impartición de capacitación,101
75,México,13.0,"Planeación de planes, programas y proyectos",84
342,Puebla,13.0,"Planeación de planes, programas y proyectos",84
1676,Ciudad de México,13.0,"Planeación de planes, programas y proyectos",84
716,Michoacán,13.0,"Planeación de planes, programas y proyectos",84
1369,Ciudad de México,13.0,"Planeación de planes, programas y proyectos",111
1938,San Luis Potosí,13.0,"Planeación de planes, programas y proyectos",111
56,Puebla,13.0,"Planeación de planes, programas y proyectos",111
359,Michoacán,13.0,"Planeación de planes, programas y proyectos",111
1347,Ciudad de México,13.0,"Planeación de planes, programas y proyectos",111
1349,Veracruz,13.0,"Planeación de planes, programas y proyectos",111
1615,Querétaro,13.0,Operación de módulos de atención ciudadana,85
410,Tamaulipas,13.0,Operación de módulos de atención ciudadana,85
1119,Chiapas,13.0,Aplicación de metodología estadística y/o demográfica,89
1347,Ciudad de México,13.0,Aplicación de metodología estadística y/o demográfica,89
1435,Sinaloa,13.0,Aplicación de metodología estadística y/o demográfica,89
1452,México,13.0,Aplicación de metodología estadística y/o demográfica,89
712,Ciudad de México,13.0,Aplicación de metodología estadística y/o demográfica,89
418,Ciudad de México,13.0,"Seguimiento de planes, programas y proyectos",76
342,Puebla,13.0,"Seguimiento de planes, programas y proyectos",76
1938,San Luis Potosí,13.0,"Seguimiento de planes, programas y proyectos",76
1349,Veracruz,13.0,Diseño de programas de capacitación,95
1151,Veracruz,13.0,Diseño de materiales de capacitación,90
1196,Nuevo León,13.0,Diseño de materiales de capacitación,90
1452,México,13.0,Diseño de materiales de capacitación,90
988,Puebla,13.0,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana",103
1083,Michoacán,13.0,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana",103
1876,Chiapas,13.0,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana",103
14,Veracruz,13.0,Administración de tecnología de información y comunicaciones,104
612,Ciudad de México,13.0,Administración de tecnología de información y comunicaciones,104
934,Colima,13.0,Administración de tecnología de información y comunicaciones,104
75,México,13.0,"Evaluación de planes, programas y proyectos",91
342,Puebla,13.0,"Evaluación de planes, programas y proyectos",91
1119,Chiapas,13.0,"Evaluación de planes, programas y proyectos",91
1347,Ciudad de México,13.0,"Evaluación de planes, programas y proyectos",91
1676,Ciudad de México,13.0,"Evaluación de planes, programas y proyectos",91
45,Veracruz,13.0,"Evaluación de planes, programas y proyectos",91
467,México,13.0,Desarrollo de normativa,78
1196,Nuevo León,13.0,Desarrollo de normativa,78
1369,Ciudad de México,13.0,Desarrollo de normativa,78
359,Michoacán,13.0,Procesamiento informático,112
403,Tlaxcala,13.0,Procesamiento informático,112
418,Ciudad de México,13.0,Procesamiento informático,112
1938,San Luis Potosí,13.0,Procesamiento informático,112
467,México,13.0,Procesamiento informático,112
14,Veracruz,13.0,Procesamiento informático,112
1755,Ciudad de México,13.0,"Determinación de financiamiento público a partidos políticos nacionales, locales y candidaturas independientes",99
1922,San Luis Potosí,13.0,Registro de actos de partidos y agrupaciones políticas,67
431,Coahuila,13.0,Reincorporación al padrón electoral,96
1687,Sonora,13.0,Reincorporación al padrón electoral,96
1417,Querétaro,13.0,Reincorporación al padrón electoral,96
1876,Chiapas,13.0,Distribución de documentación y material electoral,63
1287,Guerrero,13.0,Distribución de documentación y material electoral,63
467,México,13.0,Almacenamiento de documentación y material electoral,102
1287,Guerrero,13.0,Almacenamiento de documentación y material electoral,102
1151,Veracruz,13.0,Almacenamiento de documentación y material electoral,102
1876,Chiapas,13.0,Almacenamiento de documentación y material electoral,102
1435,Sinaloa,13.0,Desarrollo de sistemas,68
712,Ciudad de México,13.0,Desarrollo de sistemas,68
948,Sonora,13.0,Desarrollo de sistemas,68
514,Puebla,13.0,Verificación del padrón electoral,79
431,Coahuila,13.0,Verificación del padrón electoral,79
45,Veracruz,13.0,"Diseño, mejora y producción de material electoral",92
716,Michoacán,13.0,"Diseño, mejora y producción de documentación electoral",93
56,Puebla,13.0,"Diseño, mejora y producción de documentación electoral",93
56,Puebla,13.0,Integración de mesas directivas de casilla o su equivalente en los distintos tipos de elección o procesos de participación ciudadana,38
1755,Ciudad de México,13.0,Administración de los tiempos del estado en radio y televisión,105
948,Sonora,13.0,Administración de centros de cómputo,29
982,Quintana Roo,12.0,Atención de asuntos jurídicos,106
1256,Ciudad de México,12.0,Atención de asuntos jurídicos,106
1256,Ciudad de México,12.0,Selección de personal,108
819,Hidalgo,12.0,Administración de base de datos,97
513,Chiapas,12.0,Administración de base de datos,97
530,Nuevo León,12.0,Administración de base de datos,97
435,Veracruz,12.0,Actualización del padrón electoral y credencialización de los ciudadanos,98
435,Veracruz,12.0,Construcción de la cartografía electoral,94
435,Veracruz,12.0,Depuración del padrón electoral,110
275,Baja California Sur,12.0,"Planeación de planes, programas y proyectos",111
530,Nuevo León,12.0,"Planeación de planes, programas y proyectos",111
1814,Tabasco,12.0,"Planeación de planes, programas y proyectos",111
275,Baja California Sur,12.0,"Seguimiento de planes, programas y proyectos",76
275,Baja California Sur,12.0,"Evaluación de planes, programas y proyectos",91
1814,Tabasco,12.0,"Evaluación de planes, programas y proyectos",91
1256,Ciudad de México,12.0,Desarrollo de normativa,78
982,Quintana Roo,12.0,Procesamiento informático,112
513,Chiapas,12.0,Procesamiento informático,112
513,Chiapas,12.0,Desarrollo de sistemas,68
819,Hidalgo,12.0,"Diseño, mejora y producción de material electoral",92
819,Hidalgo,12.0,"Diseño, mejora y producción de documentación electoral",93
170,Chihuahua,11.0,Atención de asuntos jurídicos,106
701,Tamaulipas,11.0,Atención de asuntos jurídicos,106
1752,Morelos,11.0,Atención de asuntos jurídicos,106
2168,Ciudad de México,11.0,Atención de asuntos jurídicos,106
370,México,11.0,Atención de asuntos jurídicos,106
883,Veracruz,11.0,Atención de asuntos jurídicos,106
1018,México,11.0,Atención de asuntos jurídicos,106
1114,Veracruz,11.0,Atención de asuntos jurídicos,106
890,Veracruz,11.0,Atención de asuntos jurídicos,106
1539,Puebla,11.0,Atención de asuntos jurídicos,106
1740,Chihuahua,11.0,Atención de asuntos jurídicos,106
1114,Veracruz,11.0,"Aplicación y gestión de recursos humanos, materiales y financieros",107
170,Chihuahua,11.0,"Aplicación y gestión de recursos humanos, materiales y financieros",107
701,Tamaulipas,11.0,"Aplicación y gestión de recursos humanos, materiales y financieros",107
1740,Chihuahua,11.0,"Aplicación y gestión de recursos humanos, materiales y financieros",107
370,México,11.0,"Aplicación y gestión de recursos humanos, materiales y financieros",107
2000,Puebla,11.0,"Aplicación y gestión de recursos humanos, materiales y financieros",107
90,Nuevo León,11.0,Selección de personal,108
370,México,11.0,Selección de personal,108
493,Zacatecas,11.0,Selección de personal,108
1107,Nuevo León,11.0,Selección de personal,108
1740,Chihuahua,11.0,Selección de personal,108
729,Chiapas,11.0,Selección de personal,108
1539,Puebla,11.0,Selección de personal,108
961,Ciudad de México,11.0,Selección de personal,108
356,Coahuila,11.0,Operación de las comisiones de vigilancia del registro federal de electores,109
2109,Puebla,11.0,Operación de las comisiones de vigilancia del registro federal de electores,109
346,Ciudad de México,11.0,Administración de base de datos,97
729,Chiapas,11.0,Administración de base de datos,97
1163,Chiapas,11.0,Administración de base de datos,113
810,Chihuahua,11.0,Administración de base de datos,113
391,México,11.0,Administración de base de datos,113
436,Yucatán,11.0,Actualización del padrón electoral y credencialización de los ciudadanos,98
1410,Nayarit,11.0,Actualización del padrón electoral y credencialización de los ciudadanos,98
356,Coahuila,11.0,Actualización del padrón electoral y credencialización de los ciudadanos,98
2137,Veracruz,11.0,Construcción de la cartografía electoral,94
131,San Luis Potosí,11.0,Construcción de la cartografía electoral,94
391,México,11.0,Construcción de la cartografía electoral,94
1410,Nayarit,11.0,Construcción de la cartografía electoral,114
1752,Morelos,11.0,Fiscalización a los sujetos obligados,87
131,San Luis Potosí,11.0,Depuración del padrón electoral,110
391,México,11.0,Depuración del padrón electoral,110
533,Yucatán,11.0,Depuración del padrón electoral,110
796,Chiapas,11.0,Depuración del padrón electoral,110
356,Coahuila,11.0,Depuración del padrón electoral,110
1410,Nayarit,11.0,Depuración del padrón electoral,110
783,México,11.0,Impartición de capacitación,101
883,Veracruz,11.0,Impartición de capacitación,101
1999,Nuevo León,11.0,Impartición de capacitación,101
90,Nuevo León,11.0,Impartición de capacitación,101
753,Jalisco,11.0,"Planeación de planes, programas y proyectos",111
783,México,11.0,"Planeación de planes, programas y proyectos",111
961,Ciudad de México,11.0,"Planeación de planes, programas y proyectos",111
1681,Michoacán,11.0,"Planeación de planes, programas y proyectos",111
961,Ciudad de México,11.0,Aplicación de metodología estadística y/o demográfica,89
1679,Tlaxcala,11.0,Aplicación de metodología estadística y/o demográfica,115
2000,Puebla,11.0,Aplicación de metodología estadística y/o demográfica,115
436,Yucatán,11.0,Aplicación de metodología estadística y/o demográfica,115
796,Chiapas,11.0,Aplicación de metodología estadística y/o demográfica,115
2109,Puebla,11.0,Aplicación de metodología estadística y/o demográfica,115
783,México,11.0,"Seguimiento de planes, programas y proyectos",76
1681,Michoacán,11.0,Diseño de programas de capacitación,95
753,Jalisco,11.0,Diseño de programas de capacitación,95
796,Chiapas,11.0,Diseño de programas de capacitación,95
810,Chihuahua,11.0,Diseño de materiales de capacitación,90
1163,Chiapas,11.0,Diseño de materiales de capacitación,90
1679,Tlaxcala,11.0,Diseño de materiales de capacitación,90
887,Sinaloa,11.0,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana",103
1018,México,11.0,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana",103
1107,Nuevo León,11.0,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana",103
1681,Michoacán,11.0,"Evaluación de planes, programas y proyectos",91
2168,Ciudad de México,11.0,Desarrollo de normativa,78
701,Tamaulipas,11.0,Desarrollo de normativa,78
1820,Yucatán,11.0,Procesamiento informático,112
2013,San Luis Potosí,11.0,Procesamiento informático,112
753,Jalisco,11.0,Procesamiento informático,112
2109,Puebla,11.0,Procesamiento informático,112
1539,Puebla,11.0,"Determinación de financiamiento público a partidos políticos nacionales, locales y candidaturas independientes",99
1752,Morelos,11.0,"Determinación de financiamiento público a partidos políticos nacionales, locales y candidaturas independientes",99
890,Veracruz,11.0,Registro de actos de partidos y agrupaciones políticas,67
346,Ciudad de México,11.0,Registro de actos de partidos y agrupaciones políticas,67
1107,Nuevo León,11.0,Distribución de documentación y material electoral,63
2013,San Luis Potosí,11.0,Distribución de documentación y material electoral,63
90,Nuevo León,11.0,Almacenamiento de documentación y material electoral,102
887,Sinaloa,11.0,Almacenamiento de documentación y material electoral,102
436,Yucatán,11.0,Desarrollo de sistemas,68
890,Veracruz,11.0,Verificación de sesiones de los órganos desconcentrados,81
2013,San Luis Potosí,11.0,"Diseño, mejora y producción de material electoral",92
1163,Chiapas,11.0,"Diseño, mejora y producción de material electoral",92
887,Sinaloa,11.0,"Diseño, mejora y producción de documentación electoral",93
2000,Puebla,11.0,"Diseño, mejora y producción de documentación electoral",93
729,Chiapas,11.0,"Diseño, mejora y producción de documentación electoral",93
1018,México,11.0,Integración de mesas directivas de casilla o su equivalente en los distintos tipos de elección o procesos de participación ciudadana,38
131,San Luis Potosí,11.0,Integración de mesas directivas de casilla o su equivalente en los distintos tipos de elección o procesos de participación ciudadana,38
346,Ciudad de México,11.0,Administración de los tiempos del estado en radio y televisión,105
810,Chihuahua,11.0,Administración de los tiempos del estado en radio y televisión,105
51,Ciudad de México,10.0,Atención de asuntos jurídicos,106
160,Ciudad de México,10.0,Atención de asuntos jurídicos,106
1459,Tabasco,10.0,Atención de asuntos jurídicos,106
1484,Puebla,10.0,Atención de asuntos jurídicos,106
1983,Sinaloa,10.0,Atención de asuntos jurídicos,106
204,México,10.0,Atención de asuntos jurídicos,116
470,México,10.0,Atención de asuntos jurídicos,116
792,Guanajuato,10.0,Atención de asuntos jurídicos,116
895,Hidalgo,10.0,Atención de asuntos jurídicos,116
996,Ciudad de México,10.0,Atención de asuntos jurídicos,116
1478,Tamaulipas,10.0,Atención de asuntos jurídicos,116
1717,Guanajuato,10.0,Atención de asuntos jurídicos,116
160,Ciudad de México,10.0,"Aplicación y gestión de recursos humanos, materiales y financieros",107
177,Sinaloa,10.0,"Aplicación y gestión de recursos humanos, materiales y financieros",107
181,Oaxaca,10.0,"Aplicación y gestión de recursos humanos, materiales y financieros",107
1484,Puebla,10.0,"Aplicación y gestión de recursos humanos, materiales y financieros",107
1983,Sinaloa,10.0,"Aplicación y gestión de recursos humanos, materiales y financieros",107
204,México,10.0,"Aplicación y gestión de recursos humanos, materiales y financieros",117
1462,Ciudad de México,10.0,"Aplicación y gestión de recursos humanos, materiales y financieros",117
1861,Sonora,10.0,"Aplicación y gestión de recursos humanos, materiales y financieros",117
55,México,10.0,Selección de personal,108
398,Michoacán,10.0,Selección de personal,108
792,Guanajuato,10.0,Selección de personal,108
996,Ciudad de México,10.0,Selección de personal,108
587,México,10.0,Selección de personal,118
1861,Sonora,10.0,Selección de personal,118
1561,Nuevo León,10.0,Selección de personal,118
1983,Sinaloa,10.0,Selección de personal,118
336,Sonora,10.0,Operación de las comisiones de vigilancia del registro federal de electores,109
658,México,10.0,Operación de las comisiones de vigilancia del registro federal de electores,109
1368,Chiapas,10.0,Operación de las comisiones de vigilancia del registro federal de electores,109
1736,Coahuila,10.0,Operación de las comisiones de vigilancia del registro federal de electores,109
1991,San Luis Potosí,10.0,Operación de las comisiones de vigilancia del registro federal de electores,109
284,Hidalgo,10.0,Operación de las comisiones de vigilancia del registro federal de electores,109
894,Ciudad de México,10.0,Operación de las comisiones de vigilancia del registro federal de electores,109
1574,Jalisco,10.0,Operación de las comisiones de vigilancia del registro federal de electores,109
3,Coahuila,10.0,Operación de las comisiones de vigilancia del registro federal de electores,109
211,Ciudad de México,10.0,Administración de base de datos,113
1440,Ciudad de México,10.0,Administración de base de datos,113
569,Zacatecas,10.0,Administración de base de datos,113
609,Ciudad de México,10.0,Administración de base de datos,113
897,México,10.0,Administración de base de datos,113
1561,Nuevo León,10.0,Administración de base de datos,113
1717,Guanajuato,10.0,Administración de base de datos,113
1961,México,10.0,Administración de base de datos,113
2040,Ciudad de México,10.0,Administración de base de datos,113
1252,Michoacán,10.0,Administración de base de datos,113
894,Ciudad de México,10.0,Actualización del padrón electoral y credencialización de los ciudadanos,98
1368,Chiapas,10.0,Actualización del padrón electoral y credencialización de los ciudadanos,98
1991,San Luis Potosí,10.0,Actualización del padrón electoral y credencialización de los ciudadanos,98
284,Hidalgo,10.0,Actualización del padrón electoral y credencialización de los ciudadanos,98
658,México,10.0,Actualización del padrón electoral y credencialización de los ciudadanos,98
2007,Tamaulipas,10.0,Actualización del padrón electoral y credencialización de los ciudadanos,98
3,Coahuila,10.0,Construcción de la cartografía electoral,114
897,México,10.0,Construcción de la cartografía electoral,114
2007,Tamaulipas,10.0,Construcción de la cartografía electoral,114
2043,Ciudad de México,10.0,Construcción de la cartografía electoral,114
1404,México,10.0,Construcción de la cartografía electoral,114
1575,Ciudad de México,10.0,Construcción de la cartografía electoral,114
115,Oaxaca,10.0,Construcción de la cartografía electoral,114
1736,Coahuila,10.0,Construcción de la cartografía electoral,114
2170,Tabasco,10.0,Construcción de la cartografía electoral,114
181,Oaxaca,10.0,Fiscalización a los sujetos obligados,87
730,Ciudad de México,10.0,Fiscalización a los sujetos obligados,87
2098,Ciudad de México,10.0,Fiscalización a los sujetos obligados,87
1252,Michoacán,10.0,Fiscalización a los sujetos obligados,87
160,Ciudad de México,10.0,Fiscalización a los sujetos obligados,87
1484,Puebla,10.0,Fiscalización a los sujetos obligados,119
1807,Durango,10.0,Fiscalización a los sujetos obligados,119
426,Ciudad de México,10.0,Depuración del padrón electoral,110
1575,Ciudad de México,10.0,Depuración del padrón electoral,110
2170,Tabasco,10.0,Depuración del padrón electoral,110
336,Sonora,10.0,Depuración del padrón electoral,110
1736,Coahuila,10.0,Depuración del padrón electoral,110
987,Puebla,10.0,Impartición de capacitación,101
1716,México,10.0,Impartición de capacitación,101
2156,Ciudad de México,10.0,Impartición de capacitación,101
426,Ciudad de México,10.0,Impartición de capacitación,101
1134,Sinaloa,10.0,Impartición de capacitación,101
1440,Ciudad de México,10.0,Impartición de capacitación,101
115,Oaxaca,10.0,"Planeación de planes, programas y proyectos",111
1478,Tamaulipas,10.0,"Planeación de planes, programas y proyectos",111
204,México,10.0,Operación de módulos de atención ciudadana,85
1621,Veracruz,10.0,Operación de módulos de atención ciudadana,85
1961,México,10.0,Operación de módulos de atención ciudadana,85
2170,Tabasco,10.0,Operación de módulos de atención ciudadana,85
894,Ciudad de México,10.0,Operación de módulos de atención ciudadana,120
1368,Chiapas,10.0,Operación de módulos de atención ciudadana,120
1404,México,10.0,Operación de módulos de atención ciudadana,120
1991,San Luis Potosí,10.0,Operación de módulos de atención ciudadana,120
238,Baja California,10.0,Aplicación de metodología estadística y/o demográfica,115
1717,Guanajuato,10.0,Aplicación de metodología estadística y/o demográfica,115
3,Coahuila,10.0,Aplicación de metodología estadística y/o demográfica,115
2007,Tamaulipas,10.0,Aplicación de metodología estadística y/o demográfica,115
177,Sinaloa,10.0,"Seguimiento de planes, programas y proyectos",121
1259,Veracruz,10.0,"Seguimiento de planes, programas y proyectos",121
181,Oaxaca,10.0,"Seguimiento de planes, programas y proyectos",121
587,México,10.0,"Seguimiento de planes, programas y proyectos",121
1575,Ciudad de México,10.0,"Seguimiento de planes, programas y proyectos",121
22,México,10.0,Diseño de programas de capacitación,95
807,México,10.0,Diseño de programas de capacitación,95
1384,Coahuila,10.0,Diseño de programas de capacitación,95
2156,Ciudad de México,10.0,Diseño de programas de capacitación,95
426,Ciudad de México,10.0,Diseño de programas de capacitación,95
649,Quintana Roo,10.0,Diseño de programas de capacitación,95
22,México,10.0,Diseño de materiales de capacitación,90
807,México,10.0,Diseño de materiales de capacitación,90
1134,Sinaloa,10.0,Diseño de materiales de capacitación,90
1259,Veracruz,10.0,Diseño de materiales de capacitación,90
1384,Coahuila,10.0,Diseño de materiales de capacitación,90
1520,Nuevo León,10.0,Diseño de materiales de capacitación,90
1561,Nuevo León,10.0,Diseño de materiales de capacitación,90
1861,Sonora,10.0,Diseño de materiales de capacitación,122
1857,México,10.0,Diseño de materiales de capacitación,122
2098,Ciudad de México,10.0,Diseño de materiales de capacitación,122
250,México,10.0,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana",103
678,Campeche,10.0,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana",103
1100,Veracruz,10.0,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana",103
1364,Sonora,10.0,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana",103
1884,Puebla,10.0,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana",103
569,Zacatecas,10.0,Administración de tecnología de información y comunicaciones,104
55,México,10.0,Administración de tecnología de información y comunicaciones,104
1508,Chiapas,10.0,Administración de tecnología de información y comunicaciones,104
1574,Jalisco,10.0,"Evaluación de planes, programas y proyectos",91
470,México,10.0,"Evaluación de planes, programas y proyectos",123
936,Coahuila,10.0,Desarrollo de normativa,78
2098,Ciudad de México,10.0,Desarrollo de normativa,78
238,Baja California,10.0,Desarrollo de normativa,78
55,México,10.0,Procesamiento informático,112
649,Quintana Roo,10.0,Procesamiento informático,112
996,Ciudad de México,10.0,Procesamiento informático,112
398,Michoacán,10.0,Procesamiento informático,112
284,Hidalgo,10.0,"Determinación de financiamiento público a partidos políticos nacionales, locales y candidaturas independientes",99
895,Hidalgo,10.0,"Determinación de financiamiento público a partidos políticos nacionales, locales y candidaturas independientes",99
1462,Ciudad de México,10.0,"Determinación de financiamiento público a partidos políticos nacionales, locales y candidaturas independientes",99
1857,México,10.0,"Determinación de financiamiento público a partidos políticos nacionales, locales y candidaturas independientes",99
470,México,10.0,Registro de actos de partidos y agrupaciones políticas,67
1807,Durango,10.0,Registro de actos de partidos y agrupaciones políticas,67
2040,Ciudad de México,10.0,Registro de actos de partidos y agrupaciones políticas,67
1961,México,10.0,Registro de actos de partidos y agrupaciones políticas,67
658,México,10.0,Reincorporación al padrón electoral,96
336,Sonora,10.0,Reincorporación al padrón electoral,96
1884,Puebla,10.0,Distribución de documentación y material electoral,63
250,México,10.0,Distribución de documentación y material electoral,63
1100,Veracruz,10.0,Almacenamiento de documentación y material electoral,102
1364,Sonora,10.0,Almacenamiento de documentación y material electoral,102
1884,Puebla,10.0,Almacenamiento de documentación y material electoral,102
936,Coahuila,10.0,Almacenamiento de documentación y material electoral,102
936,Coahuila,10.0,Desarrollo de sistemas,68
1508,Chiapas,10.0,Desarrollo de sistemas,124
609,Ciudad de México,10.0,Desarrollo de sistemas,124
897,México,10.0,Desarrollo de sistemas,124
2040,Ciudad de México,10.0,Verificación de sesiones de los órganos desconcentrados,81
609,Ciudad de México,10.0,Verificación del padrón electoral,79
1404,México,10.0,Verificación del padrón electoral,79
1574,Jalisco,10.0,Verificación del padrón electoral,79
398,Michoacán,10.0,"Diseño, mejora y producción de material electoral",92
1716,México,10.0,"Diseño, mejora y producción de material electoral",92
1384,Coahuila,10.0,"Diseño, mejora y producción de material electoral",92
238,Baja California,10.0,"Diseño, mejora y producción de documentación electoral",93
2156,Ciudad de México,10.0,"Diseño, mejora y producción de documentación electoral",93
918,Oaxaca,10.0,Integración de mesas directivas de casilla o su equivalente en los distintos tipos de elección o procesos de participación ciudadana,38
1478,Tamaulipas,10.0,Integración de mesas directivas de casilla o su equivalente en los distintos tipos de elección o procesos de participación ciudadana,38
250,México,10.0,Integración de mesas directivas de casilla o su equivalente en los distintos tipos de elección o procesos de participación ciudadana,125
792,Guanajuato,10.0,Integración de mesas directivas de casilla o su equivalente en los distintos tipos de elección o procesos de participación ciudadana,125
1134,Sinaloa,10.0,Integración de mesas directivas de casilla o su equivalente en los distintos tipos de elección o procesos de participación ciudadana,125
587,México,10.0,Administración de los tiempos del estado en radio y televisión,105
1199,Jalisco,10.0,Administración de los tiempos del estado en radio y televisión,105
1252,Michoacán,10.0,Administración de los tiempos del estado en radio y televisión,105
895,Hidalgo,10.0,Administración de los tiempos del estado en radio y televisión,105
1462,Ciudad de México,10.0,Administración de los tiempos del estado en radio y televisión,105
1807,Durango,10.0,Administración de los tiempos del estado en radio y televisión,105
649,Quintana Roo,10.0,Ejecución de los procedimientos para administrar los tiempos del estado en materia de radio y televisión,28
115,Oaxaca,10.0,Ejecución de los procedimientos para administrar los tiempos del estado en materia de radio y televisión,28
22,México,10.0,Ejecución de los procedimientos para administrar los tiempos del estado en materia de radio y televisión,28
1508,Chiapas,10.0,Administración de centros de cómputo,29
1440,Ciudad de México,10.0,Gestión de franquicias postales y/o telegráficas,69
1125,Nayarit,9.0,Atención de asuntos jurídicos,116
1726,Ciudad de México,9.0,Atención de asuntos jurídicos,116
1782,Ciudad de México,9.0,Atención de asuntos jurídicos,116
1942,Nuevo León,9.0,Atención de asuntos jurídicos,116
1125,Nayarit,9.0,"Aplicación y gestión de recursos humanos, materiales y financieros",117
274,Ciudad de México,9.0,Selección de personal,118
518,México,9.0,Operación de las comisiones de vigilancia del registro federal de electores,109
1523,Ciudad de México,9.0,Administración de base de datos,113
1896,Ciudad de México,9.0,Administración de base de datos,113
518,México,9.0,Actualización del padrón electoral y credencialización de los ciudadanos,98
521,Sonora,9.0,Actualización del padrón electoral y credencialización de los ciudadanos,98
2005,Tamaulipas,9.0,Construcción de la cartografía electoral,114
1782,Ciudad de México,9.0,Fiscalización a los sujetos obligados,119
1159,Veracruz,9.0,Depuración del padrón electoral,110
521,Sonora,9.0,Impartición de capacitación,101
1159,Veracruz,9.0,Impartición de capacitación,101
1125,Nayarit,9.0,"Planeación de planes, programas y proyectos",111
1942,Nuevo León,9.0,Aplicación de metodología estadística y/o demográfica,115
2005,Tamaulipas,9.0,Aplicación de metodología estadística y/o demográfica,115
1204,México,9.0,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana",103
2076,Veracruz,9.0,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana",103
178,Ciudad de México,9.0,"Evaluación de planes, programas y proyectos",123
766,México,9.0,Desarrollo de normativa,78
1523,Ciudad de México,9.0,Desarrollo de normativa,78
1726,Ciudad de México,9.0,Desarrollo de normativa,78
